e1,r,e2
10085,paper_in_domain,63
9050,paper_in_venue,4110
2614,author_write_paper,8083
10909,author_write_paper,5277
5127,paper_in_domain,2364
5054,paper_cite_paper,12206
10169,paper_cite_paper,13922
13012,paper_cite_paper,8395
7605,author_write_paper,4603
3433,author_write_paper,9831
9162,paper_in_domain,2080
14320,author_write_paper,11649
13214,author_write_paper,8722
15790,author_in_affiliation,4252
10184,author_in_affiliation,7
10891,author_write_paper,14082
14762,paper_in_domain,354
13465,paper_cite_paper,6810
4949,paper_in_domain,1286
11566,paper_in_venue,4109
8113,paper_cite_paper,4341
8432,paper_in_domain,1347
8003,author_in_affiliation,1831
8711,paper_cite_paper,14602
11125,paper_in_venue,4116
14049,author_write_paper,4326
12629,author_in_affiliation,102
11826,paper_cite_paper,8036
10528,paper_in_domain,1935
7729,author_write_paper,9328
4318,author_write_paper,6701
9778,author_write_paper,13412
8271,paper_in_domain,810
12001,paper_in_domain,810
11122,paper_in_domain,805
13228,paper_cite_paper,4342
13856,paper_in_domain,221
9768,author_write_paper,7085
9429,paper_in_domain,1520
14148,paper_in_domain,1453
8618,paper_in_domain,1478
8309,paper_cite_paper,9663
14524,paper_in_domain,2364
11859,author_write_paper,14633
9531,paper_in_domain,104
9044,author_write_paper,4536
12413,paper_in_domain,1333
11456,author_in_affiliation,3204
5564,author_write_paper,8051
10433,paper_cite_paper,14448
11306,paper_in_domain,500
3361,author_in_affiliation,1452
495,author_in_affiliation,1474
5289,author_write_paper,4678
10390,paper_in_venue,4088
12694,paper_in_venue,4088
11689,author_write_paper,8169
12956,author_write_paper,13095
14472,paper_in_venue,4114
9109,author_write_paper,13813
4868,paper_in_venue,4107
7671,author_write_paper,12222
8498,author_in_affiliation,1331
13352,author_in_affiliation,4037
212,author_write_paper,14106
3348,author_write_paper,11890
7042,author_in_affiliation,4264
7285,paper_cite_paper,9273
13785,author_in_affiliation,1392
11176,author_in_affiliation,2533
10083,author_in_affiliation,143
9248,paper_in_domain,807
15934,author_in_affiliation,2003
6221,paper_in_venue,4119
7813,paper_in_venue,4119
6580,author_write_paper,8761
10915,author_write_paper,7837
5171,author_write_paper,11578
13584,paper_cite_paper,12161
10981,author_in_affiliation,545
5704,author_write_paper,12461
15302,paper_in_domain,2795
5227,paper_cite_paper,4625
14285,author_write_paper,4664
5175,paper_in_domain,2683
6002,author_write_paper,7457
10009,author_write_paper,10459
13810,paper_in_domain,444
14614,paper_in_domain,1893
13177,paper_in_domain,2677
8734,paper_in_domain,1935
13125,paper_in_venue,4088
13053,author_in_affiliation,1099
4801,paper_cite_paper,4860
8572,paper_in_domain,3153
7051,paper_in_venue,4097
8978,paper_in_domain,1935
8411,paper_in_domain,2250
13904,paper_in_domain,1086
14264,paper_in_domain,1935
4560,paper_cite_paper,4860
12088,paper_in_domain,2400
14183,paper_in_domain,1856
5920,author_write_paper,9120
8569,paper_in_domain,104
6099,author_write_paper,5941
8454,paper_cite_paper,9539
8881,paper_in_domain,126
778,author_write_paper,13406
11099,paper_in_domain,3006
6301,paper_in_domain,2331
15283,paper_in_domain,252
13952,author_write_paper,10340
3879,author_write_paper,5438
32,author_in_affiliation,85
7122,paper_in_venue,4116
12880,paper_cite_paper,13081
11497,paper_in_domain,468
7208,paper_in_domain,1930
6034,paper_in_domain,1883
9851,paper_in_domain,923
14497,author_write_paper,6781
1105,author_in_affiliation,329
4415,paper_in_venue,4093
11287,author_write_paper,4481
5209,author_write_paper,12154
9209,paper_in_domain,2379
4989,author_in_affiliation,1474
9677,paper_in_domain,1127
13221,paper_in_domain,1868
7750,author_write_paper,4743
14532,author_in_affiliation,1099
8952,author_write_paper,10070
3701,author_write_paper,4506
13941,author_write_paper,12492
6803,paper_cite_paper,5536
9635,paper_cite_paper,14318
12499,author_write_paper,10033
7836,author_in_affiliation,3119
11568,author_in_affiliation,2708
7623,paper_in_domain,1828
14086,paper_in_domain,1445
5053,paper_in_domain,2070
13279,author_write_paper,14014
7436,paper_in_domain,389
9856,paper_in_domain,2077
14068,paper_in_domain,1019
14065,author_write_paper,10926
1113,paper_in_domain,434
15841,author_write_paper,9905
13465,paper_in_domain,939
7435,author_write_paper,13701
10475,author_write_paper,8840
7422,paper_in_domain,2322
11079,paper_in_domain,1896
4592,paper_in_domain,1795
9055,paper_cite_paper,11578
12203,paper_in_domain,1938
7298,paper_cite_paper,7377
4776,paper_in_venue,4117
3824,author_write_paper,10979
11269,author_write_paper,10940
8652,author_in_affiliation,1583
12330,paper_in_domain,95
4996,paper_in_venue,4119
8554,author_write_paper,11657
7286,paper_in_domain,217
11241,paper_cite_paper,12856
12524,author_write_paper,4384
11693,paper_in_venue,4107
8046,author_in_affiliation,3175
8982,author_write_paper,10660
9307,paper_in_domain,810
7639,author_write_paper,6425
15731,author_write_paper,7570
7137,paper_cite_paper,10639
11525,paper_in_domain,742
11880,paper_cite_paper,9484
5077,paper_in_domain,2561
6474,author_write_paper,9579
12606,paper_in_domain,104
12013,paper_in_domain,203
8646,author_write_paper,8219
5286,author_write_paper,9032
15229,author_in_affiliation,448
10787,paper_in_venue,4088
15754,author_in_affiliation,1279
11457,paper_in_domain,2626
9403,author_in_affiliation,1474
10736,paper_cite_paper,9627
14407,paper_cite_paper,14677
7424,author_write_paper,11731
9431,paper_in_domain,508
13056,author_write_paper,9874
8178,paper_cite_paper,4689
14557,paper_in_domain,1445
10090,paper_in_venue,4088
9284,paper_cite_paper,13852
13605,author_in_affiliation,1778
6551,paper_cite_paper,5890
12313,paper_in_venue,4113
12990,paper_in_domain,1655
15004,author_write_paper,9294
6891,paper_in_domain,1755
8228,paper_cite_paper,6971
7526,author_write_paper,9567
5790,author_write_paper,7079
13844,paper_in_domain,2747
14321,paper_in_venue,4109
4353,paper_in_domain,1328
8262,author_in_affiliation,982
13552,paper_in_domain,508
9537,paper_cite_paper,6397
15392,author_write_paper,4851
10992,paper_in_domain,1587
4369,paper_in_venue,4119
9522,paper_in_domain,2322
9707,author_write_paper,14795
9635,paper_cite_paper,12001
12565,author_write_paper,4742
8799,paper_in_domain,2795
16282,author_in_affiliation,1474
10047,paper_cite_paper,13237
13646,paper_cite_paper,8139
4732,paper_cite_paper,5048
11455,paper_in_venue,4119
10714,paper_in_domain,1816
13760,paper_in_domain,798
3282,author_in_affiliation,2931
10022,paper_in_venue,4119
7449,author_in_affiliation,1474
4528,paper_in_domain,1896
4426,paper_in_venue,4124
8499,paper_in_domain,508
9503,paper_in_domain,1208
9669,paper_in_venue,4116
5796,paper_in_domain,2716
8465,paper_in_domain,2364
5959,paper_in_venue,4114
14086,paper_in_domain,2139
16287,author_in_affiliation,2409
6,paper_in_domain,2072
10898,author_write_paper,11130
13499,paper_cite_paper,7483
10883,paper_cite_paper,8696
13158,paper_in_venue,4116
8702,paper_cite_paper,12597
8174,paper_in_domain,1433
7659,author_write_paper,4346
9720,paper_in_domain,356
6180,paper_in_domain,1856
8254,paper_in_domain,2985
9970,paper_in_domain,1005
6295,author_write_paper,13922
9017,paper_in_domain,2320
16076,author_write_paper,9175
15676,author_in_affiliation,701
6408,paper_in_domain,1227
4390,paper_in_domain,1302
14201,paper_in_venue,4093
6488,paper_in_domain,1077
13230,paper_in_venue,4088
11476,paper_in_domain,2099
11928,paper_in_domain,2926
5342,paper_in_domain,2440
8144,paper_cite_paper,10369
11055,paper_cite_paper,8618
11095,paper_in_domain,752
15163,author_write_paper,9506
9233,paper_in_domain,1259
8095,author_write_paper,7379
15095,author_write_paper,13723
12064,author_write_paper,5158
15623,author_write_paper,5548
13198,paper_in_domain,1077
280,author_in_affiliation,1232
8500,author_write_paper,9234
5433,paper_in_domain,462
4813,paper_in_domain,539
13827,paper_cite_paper,5166
9310,paper_in_domain,2293
15974,author_write_paper,7461
11510,paper_in_domain,3148
6575,paper_in_domain,696
12210,paper_in_venue,4109
6314,paper_in_domain,2415
14817,author_write_paper,6727
10711,paper_in_domain,2110
11679,paper_in_domain,1587
11949,paper_cite_paper,5039
6591,paper_in_venue,4108
4553,paper_in_domain,2826
3795,author_write_paper,10667
3830,author_in_affiliation,3043
6304,paper_cite_paper,10621
8311,paper_cite_paper,11517
6110,paper_in_domain,1052
6732,paper_in_domain,387
15677,author_write_paper,10747
10386,paper_in_domain,1837
12883,paper_in_domain,1263
8739,paper_in_domain,1548
7479,paper_in_domain,877
2807,author_in_affiliation,2531
10392,author_in_affiliation,2980
11112,paper_cite_paper,9009
5979,paper_in_domain,949
14028,author_write_paper,4622
2787,paper_in_domain,2574
12721,paper_in_domain,1019
12642,paper_in_domain,25
10965,author_write_paper,8414
5229,paper_in_domain,2375
4561,paper_in_domain,472
11043,paper_in_domain,73
7464,paper_in_domain,1302
12310,paper_in_domain,1639
13981,paper_in_domain,2518
6426,author_in_affiliation,1277
11111,author_in_affiliation,4278
11357,paper_cite_paper,8385
4547,paper_in_domain,1797
13642,author_write_paper,4553
7362,paper_in_venue,4109
8570,paper_cite_paper,10259
14257,paper_in_domain,138
6153,paper_in_domain,752
2988,author_write_paper,9851
10073,paper_in_domain,2961
10895,paper_in_domain,356
14381,paper_in_domain,104
5524,paper_in_domain,559
6046,author_in_affiliation,2359
6810,paper_in_domain,1372
4332,paper_in_domain,1302
9288,paper_cite_paper,9529
4525,paper_cite_paper,10101
732,author_write_paper,13142
11957,author_write_paper,7350
4619,paper_in_domain,1797
8359,author_write_paper,11205
12807,author_in_affiliation,1523
8769,paper_in_domain,45
9695,author_in_affiliation,2357
14363,author_write_paper,8538
8814,paper_cite_paper,11290
13713,paper_in_domain,1918
7904,author_write_paper,11526
592,paper_in_domain,1856
7915,author_in_affiliation,530
5003,paper_in_domain,855
12940,author_in_affiliation,854
5817,paper_in_domain,177
4383,paper_in_venue,4119
11706,paper_cite_paper,10085
13429,author_write_paper,6682
9829,paper_in_domain,2352
13760,paper_in_domain,500
5807,paper_cite_paper,5886
9821,paper_in_venue,4116
8814,paper_in_domain,129
8942,paper_cite_paper,14147
11800,paper_cite_paper,12587
5465,author_in_affiliation,4047
5680,author_write_paper,8622
11753,paper_cite_paper,4644
9129,paper_in_domain,540
10896,paper_cite_paper,7483
3310,author_write_paper,4612
11496,author_write_paper,12079
13726,author_write_paper,8088
6152,paper_in_domain,1800
4656,author_in_affiliation,2811
5,author_write_paper,9160
8622,paper_in_domain,166
7837,paper_in_domain,1190
11317,paper_in_venue,4134
13069,author_in_affiliation,2605
10269,paper_in_domain,2905
8669,author_write_paper,4540
16168,author_write_paper,14663
14568,author_write_paper,7033
6638,paper_in_domain,717
10371,paper_in_domain,2833
4862,author_in_affiliation,3094
12492,paper_in_domain,2926
3630,author_in_affiliation,1359
11346,paper_in_domain,1899
5035,paper_in_domain,1453
8644,paper_in_domain,1247
13465,paper_in_domain,228
13405,paper_in_domain,1104
12114,paper_cite_paper,4935
8418,author_write_paper,5229
4645,paper_in_venue,4117
14140,paper_in_venue,4109
11487,author_in_affiliation,4252
10285,paper_in_domain,1586
7645,author_in_affiliation,2014
10793,paper_in_domain,1493
9098,author_in_affiliation,4244
10430,paper_cite_paper,8849
4541,paper_in_domain,1856
8335,paper_in_domain,949
3937,author_write_paper,14269
6171,paper_in_domain,967
10664,author_in_affiliation,2409
7635,paper_in_venue,4097
8734,paper_in_domain,2679
13928,paper_cite_paper,10301
9446,paper_in_domain,1755
11200,paper_in_domain,2320
12817,paper_in_venue,4126
12340,paper_in_domain,353
14275,paper_in_domain,1208
11561,author_write_paper,4553
13607,paper_in_domain,2099
14011,paper_in_venue,4097
3495,author_write_paper,14407
6443,paper_in_domain,1440
13141,paper_in_domain,500
10629,paper_in_domain,951
13469,paper_in_domain,656
13836,paper_in_domain,2733
4990,author_write_paper,8324
7520,paper_cite_paper,9319
190,paper_in_domain,1478
4635,paper_cite_paper,5122
14921,author_in_affiliation,706
14428,paper_cite_paper,4826
3042,paper_in_domain,539
5275,author_write_paper,5890
12196,paper_cite_paper,7298
6041,author_in_affiliation,2605
8607,paper_cite_paper,6026
10344,paper_in_venue,4093
10085,paper_in_domain,2733
6138,paper_in_venue,4119
8813,paper_in_domain,2805
5026,paper_cite_paper,9154
391,paper_cite_paper,6594
9721,paper_in_domain,1862
5549,paper_in_domain,224
9322,paper_cite_paper,4676
6937,author_in_affiliation,2003
4758,paper_in_domain,829
13616,paper_cite_paper,10243
10420,paper_in_domain,153
12279,author_in_affiliation,2707
12022,paper_in_domain,1092
7364,paper_in_domain,203
4505,paper_in_domain,153
12867,paper_in_domain,1789
13734,paper_cite_paper,10933
12766,author_write_paper,5886
5734,author_write_paper,7761
9168,author_in_affiliation,1151
5756,paper_cite_paper,9005
8632,author_write_paper,12827
9322,paper_in_domain,3739
14607,paper_in_domain,994
9290,author_in_affiliation,2811
4565,paper_cite_paper,10688
7483,paper_in_domain,1155
5534,author_in_affiliation,4225
2994,paper_in_domain,2795
13533,paper_in_domain,508
11813,paper_in_domain,16
7972,author_write_paper,9083
9961,paper_in_venue,4088
14791,paper_in_venue,4106
11121,paper_cite_paper,13127
8576,author_in_affiliation,2600
9653,author_in_affiliation,1992
11015,paper_cite_paper,4439
8967,author_write_paper,13623
7520,paper_in_domain,1212
13773,paper_in_domain,1119
10488,paper_in_domain,1302
9562,paper_cite_paper,4686
14466,author_write_paper,8874
5485,author_write_paper,11826
13232,paper_in_domain,2055
15028,author_write_paper,14182
9738,paper_cite_paper,9263
12732,paper_in_venue,4109
14051,paper_in_domain,2364
7460,author_write_paper,7478
3491,author_write_paper,11500
7137,paper_in_venue,4106
11749,author_write_paper,3201
4921,paper_in_domain,1485
9481,author_write_paper,7966
6868,author_write_paper,7139
3376,author_write_paper,11540
14486,paper_in_domain,1930
10714,paper_cite_paper,14869
8019,author_in_affiliation,3094
5608,author_write_paper,13095
8773,paper_in_domain,390
13331,paper_in_domain,1849
5562,paper_in_domain,2370
13398,paper_cite_paper,10968
8188,author_in_affiliation,4278
7893,author_in_affiliation,706
14312,author_write_paper,8623
3795,author_write_paper,7951
9137,author_write_paper,8617
14809,paper_in_domain,2872
11998,paper_in_domain,610
11394,paper_in_venue,4088
13005,paper_cite_paper,5201
14443,paper_in_domain,193
5295,paper_in_domain,203
13463,paper_in_domain,717
15199,author_write_paper,5213
14825,author_write_paper,7940
11081,author_write_paper,9997
7218,paper_in_domain,2336
10513,paper_cite_paper,9268
7247,paper_in_domain,13
11526,paper_in_venue,4116
4533,paper_in_domain,1930
4809,paper_in_domain,193
3524,author_write_paper,4627
13760,paper_in_domain,1484
7346,paper_cite_paper,13228
13130,paper_in_domain,2979
4510,paper_in_domain,1396
14441,paper_in_domain,1930
5899,paper_in_domain,2166
5047,author_write_paper,6705
3667,author_write_paper,9294
13051,paper_in_domain,1208
11491,paper_in_venue,4123
10193,author_write_paper,6736
12754,paper_in_domain,1910
5687,paper_cite_paper,8036
